OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
2023-001CF,KSF3-A,55086,LUXE,93.64,97.4,459,446,MEDIUM,0,1/3/23,
2023-001CE,KSF3-D,55085,LUXE,93.65,97.4,459,447,MEDIUM,0,1/3/23,
2023-001CD,GAMA-ALPHA,55084,LTU,93.76,97.4,465,452,SMALL,0,1/3/23,
2023-001CC,FLOCK 4Y 27,55083,US,93.32,97.4,443,431,MEDIUM,0,1/3/23,
2023-001CB,FLOCK 4Y 34,55082,US,93.44,97.4,449,437,MEDIUM,0,1/3/23,
2023-001CA,OBJECT CA,55081,TBD,93.7,97.4,462,449,SMALL,0,1/3/23,
2023-001BZ,FLOCK 4Y 23,55080,US,93.42,97.4,449,435,SMALL,0,1/3/23,
2023-001BY,FLOCK 4Y 13,55079,US,93.42,97.4,448,436,MEDIUM,0,1/3/23,
2023-001BX,FLOCK 4Y 36,55078,US,93.37,97.4,445,433,MEDIUM,0,1/3/23,
2023-001BW,FLOCK 4Y 21,55077,US,93.45,97.4,449,437,MEDIUM,0,1/3/23,
2023-001BV,YAM-5,55076,US,94.47,97.4,500,485,MEDIUM,0,1/3/23,
2023-001BT,FLOCK 4Y 2,55074,US,93.44,97.4,449,437,SMALL,0,1/3/23,
2023-001BS,TAUSAT-2,55073,ISRA,92.66,97.4,410,400,SMALL,0,1/3/23,
2023-001BR,SPHERE-1 EYE,55072,JPN,92.57,97.4,404,397,MEDIUM,0,1/3/23,
2023-001BQ,FLOCK 4Y 8,55071,US,93.2,97.4,437,425,MEDIUM,0,1/3/23,
2023-001BP,FLOCK 4Y 26,55070,US,93.43,97.41,448,436,MEDIUM,0,1/3/23,
2023-001BN,FLOCK 4Y 9,55069,US,93.47,97.4,450,438,MEDIUM,0,1/3/23,
2023-001BM,FLOCK 4Y 15,55068,US,93.44,97.39,449,437,MEDIUM,0,1/3/23,
2023-001BK,FLOCK 4Y 6,55066,US,93.43,97.41,448,436,MEDIUM,0,1/3/23,
2023-001BJ,FLOCK 4Y 12,55065,US,93.46,97.4,450,438,MEDIUM,0,1/3/23,
2023-001BH,NUSAT-32 (ALBANIA-1),55064,ARGN,93.4,97.26,446,436,MEDIUM,0,1/3/23,
2023-001BG,FLOCK 4Y 20,55063,US,93.47,97.4,450,438,MEDIUM,0,1/3/23,
2023-001BF,ICEYE-X27,55062,US,93.97,97.4,471,466,MEDIUM,0,1/3/23,
2023-001BE,SKYKRAFT-1C,55061,AUS,94.76,97.4,514,500,MEDIUM,0,1/3/23,
2023-001BD,ION SCV-007,55060,IT,97.52,97.98,649,632,LARGE,0,1/3/23,
2023-001BC,ORBITERSN1,55059,US,91.38,97.39,346,339,MEDIUM,0,1/3/23,
2023-001BB,SKYKRAFT-1B,55058,AUS,93.7,97.4,461,450,MEDIUM,0,1/3/23,
2023-001BA,FLOCK 4Y 35,55057,US,93.39,97.4,446,435,MEDIUM,0,1/3/23,
2023-001AZ,VIGORIDE 5,55056,US,94.3,97.4,491,479,LARGE,0,1/3/23,
2023-001AY,FLOCK 4Y 4,55055,US,93.39,97.4,446,434,MEDIUM,0,1/3/23,
2023-001AX,SKYKRAFT-1A,55054,AUS,94.63,97.4,508,494,MEDIUM,0,1/3/23,
2023-001AW,EOSSAT-1,55053,SAFR,94.53,97.4,503,489,MEDIUM,0,1/3/23,
2023-001AV,SKYKRAFT-1D,55052,AUS,93.09,97.4,430,422,MEDIUM,0,1/3/23,
2023-001AU,ION SCV-008,55051,IT,94.81,97.6,522,497,MEDIUM,0,1/3/23,
2023-001AS,ICEYE-X21,55049,FIN,94.1,97.4,489,461,MEDIUM,0,1/3/23,
2023-001AR,NUSAT-35 (WILLIAMINA),55048,ARGN,93.91,97.28,467,465,MEDIUM,0,1/3/23,
2023-001AQ,NUSAT-33 (ALBANIA-2),55047,ARGN,94.09,97.35,484,465,MEDIUM,0,1/3/23,
2023-001AP,LYNK TOWER 3,55046,US,94.57,97.4,504,491,MEDIUM,0,1/3/23,
2023-001AN,NUSAT-34 (AMELIA EARHART,55045,ARGN,94.17,97.38,484,473,MEDIUM,0,1/3/23,
2023-001AM,STERNULA-1,55044,DEN,91.65,97.39,360,352,MEDIUM,0,1/3/23,
2023-001AL,FLOCK 4Y 11,55043,US,93.67,97.4,459,449,SMALL,0,1/3/23,
2023-001AK,FLOCK 4Y 33,55042,US,93.46,97.4,448,440,MEDIUM,0,1/3/23,
2023-001AJ,SKYKRAFT-1,55041,AUS,94.06,97.4,479,467,MEDIUM,0,1/3/23,
2023-001AH,FLOCK 4Y 16,55040,US,93.4,97.4,445,436,SMALL,0,1/3/23,
2023-001AG,FLOCK 4Y 1,55039,US,90.92,97.4,324,315,SMALL,0,1/3/23,
2023-001AD,UMBRA-05,55036,US,94.61,97.4,504,495,LARGE,0,1/3/23,
2023-001AB,LYNK TOWER 4,55034,US,94.61,97.4,506,493,MEDIUM,0,1/3/23,
2023-001AA,FLOCK 4Y 28,55033,US,92.5,97.39,401,394,MEDIUM,0,1/3/23,
2023-001Z,FLOCK 4Y 7,55032,US,93.62,97.4,457,446,MEDIUM,0,1/3/23,
2023-001Y,FLOCK 4Y 17,55031,US,93.45,97.4,448,439,MEDIUM,0,1/3/23,
2023-001X,FLOCK 4Y 29,55030,US,93.21,97.4,436,427,MEDIUM,0,1/3/23,
2023-001W,FLOCK 4Y 10,55029,US,93.46,97.4,449,439,SMALL,0,1/3/23,
2023-001V,FLOCK 4Y 5,55028,US,93.45,97.4,448,438,SMALL,0,1/3/23,
2023-001U,FLOCK 4Y 25,55027,US,93.44,97.39,448,438,MEDIUM,0,1/3/23,
2023-001S,FLOCK 4Y 30,55025,US,93.42,97.4,446,437,MEDIUM,0,1/3/23,
2023-001R,FLOCK 4Y 14,55024,US,93.44,97.4,447,439,SMALL,0,1/3/23,
2023-001Q,FLOCK 4Y 18,55023,US,93.46,97.4,448,439,MEDIUM,0,1/3/23,
2023-001P,FLOCK 4Y 22,55022,US,93.45,97.4,448,439,MEDIUM,0,1/3/23,
2023-001N,FLOCK 4Y 32,55021,US,93.4,97.4,445,436,MEDIUM,0,1/3/23,
2023-001M,FLOCK 4Y 24,55020,US,93.46,97.4,448,440,MEDIUM,0,1/3/23,
2023-001L,KSF3-B,55019,LUXE,93.64,97.41,457,448,MEDIUM,0,1/3/23,
2023-001K,KSF3-C,55018,LUXE,92.11,97.39,381,375,MEDIUM,0,1/3/23,
2023-001H,OBJECT H,55016,TBD,94.39,97.4,495,484,MEDIUM,0,1/3/23,
2023-001G,BIRKELAND,55015,NOR,94.28,97.41,489,479,MEDIUM,0,1/3/23,
2023-001D,CONNECTA T1.2,55012,TURK,94.22,97.41,486,475,SMALL,0,1/3/23,
2023-001C,BRO-8,55011,FR,94.52,97.41,501,490,MEDIUM,0,1/3/23,
2023-001B,MENUT,55010,SPN,94.42,97.41,495,485,MEDIUM,0,1/3/23,
2023-001A,OBJECT A,55009,TBD,94.39,97.4,494,484,SMALL,0,1/3/23,
2022-151UY,CZ-6A DEB,55008,PRC,102.05,98.84,887,825,SMALL,0,11/11/22,
2022-151UX,CZ-6A DEB,55007,PRC,98.24,98.67,733,617,SMALL,0,11/11/22,
2022-151UW,CZ-6A DEB,55006,PRC,101.91,98.81,881,817,SMALL,0,11/11/22,
2022-151UU,CZ-6A DEB,55004,PRC,97.81,98.66,709,599,SMALL,0,11/11/22,
2022-151UT,CZ-6A DEB,55003,PRC,98.42,98.66,743,624,SMALL,0,11/11/22,
2022-151US,CZ-6A DEB,55002,PRC,101.72,98.79,862,818,SMALL,0,11/11/22,
2022-151UR,CZ-6A DEB,55001,PRC,102.13,98.82,892,827,SMALL,0,11/11/22,
2013-062D,RADUGA 1M-3 DEB,55000,CIS,1433.84,4.45,35859,35626,,0,11/11/13,
2022-151UN,CZ-6A DEB,54997,PRC,98.63,98.67,766,620,SMALL,0,11/11/22,
2022-151UM,CZ-6A DEB,54996,PRC,98.93,98.65,774,641,SMALL,0,11/11/22,
2022-151UL,CZ-6A DEB,54995,PRC,99.36,98.69,788,669,SMALL,0,11/11/22,
2022-151UK,CZ-6A DEB,54994,PRC,100.59,98.87,793,781,SMALL,0,11/11/22,
2022-151UJ,CZ-6A DEB,54993,PRC,102.15,98.83,898,823,SMALL,0,11/11/22,
2022-151UH,CZ-6A DEB,54992,PRC,101.38,98.8,845,804,SMALL,0,11/11/22,
2022-151UF,CZ-6A DEB,54990,PRC,99.48,98.67,800,668,SMALL,0,11/11/22,
2022-151UE,CZ-6A DEB,54989,PRC,101.24,98.78,867,768,SMALL,0,11/11/22,
2022-151UD,CZ-6A DEB,54988,PRC,99.63,99.13,801,681,SMALL,0,11/11/22,
2022-151UC,CZ-6A DEB,54987,PRC,97.47,99.07,707,569,SMALL,0,11/11/22,
2022-151UB,CZ-6A DEB,54986,PRC,101.72,98.81,872,808,SMALL,0,11/11/22,
2022-151TZ,CZ-6A DEB,54984,PRC,104.7,98.9,1139,822,SMALL,0,11/11/22,
2022-151TY,CZ-6A DEB,54983,PRC,105.61,98.88,1217,829,SMALL,0,11/11/22,
2022-151TX,CZ-6A DEB,54982,PRC,99.95,98.61,802,710,SMALL,0,11/11/22,
2022-151TT,CZ-6A DEB,54978,PRC,101.83,98.83,878,813,SMALL,0,11/11/22,
2022-151TR,CZ-6A DEB,54976,PRC,101.99,98.84,894,812,SMALL,0,11/11/22,
2022-151TQ,CZ-6A DEB,54975,PRC,97.95,98.84,745,576,SMALL,0,11/11/22,
2022-151TP,CZ-6A DEB,54974,PRC,99.47,98.67,806,660,SMALL,0,11/11/22,
2022-151TN,CZ-6A DEB,54973,PRC,99.88,98.76,761,744,SMALL,0,11/11/22,
2022-151TL,CZ-6A DEB,54971,PRC,102.47,98.85,925,826,SMALL,0,11/11/22,
2022-151TK,CZ-6A DEB,54970,PRC,102.45,98.83,924,824,MEDIUM,0,11/11/22,
2022-151TJ,CZ-6A DEB,54969,PRC,102.19,98.84,898,827,MEDIUM,0,11/11/22,
2022-151TH,CZ-6A DEB,54968,PRC,99.01,98.67,780,643,SMALL,0,11/11/22,
2022-151TG,CZ-6A DEB,54967,PRC,108.21,99.09,1465,823,SMALL,0,11/11/22,
2022-151TF,CZ-6A DEB,54966,PRC,97.88,98.74,767,548,SMALL,0,11/11/22,
2022-151TE,CZ-6A DEB,54965,PRC,102.49,98.78,940,813,SMALL,0,11/11/22,
2022-151TD,CZ-6A DEB,54964,PRC,102.37,98.85,915,827,SMALL,0,11/11/22,
2022-151TC,CZ-6A DEB,54963,PRC,103.09,98.81,1005,805,SMALL,0,11/11/22,
2022-151TB,CZ-6A DEB,54962,PRC,99.21,98.66,816,626,SMALL,0,11/11/22,
2022-151SZ,CZ-6A DEB,54960,PRC,102.19,98.81,897,827,SMALL,0,11/11/22,
2022-151SY,CZ-6A DEB,54959,PRC,102.49,98.82,932,822,SMALL,0,11/11/22,
2022-151SX,CZ-6A DEB,54958,PRC,101.65,98.82,876,798,SMALL,0,11/11/22,
2022-151SW,CZ-6A DEB,54957,PRC,95.64,98.68,606,493,SMALL,0,11/11/22,
2022-151SV,CZ-6A DEB,54956,PRC,102.96,98.85,997,800,SMALL,0,11/11/22,
2022-151SU,CZ-6A DEB,54955,PRC,99.93,98.62,839,672,SMALL,0,11/11/22,
2022-151ST,CZ-6A DEB,54954,PRC,99.36,98.67,804,652,SMALL,0,11/11/22,
2022-151SS,CZ-6A DEB,54953,PRC,99.41,98.6,794,667,SMALL,0,11/11/22,
2022-151SR,CZ-6A DEB,54952,PRC,103.21,98.89,994,827,MEDIUM,0,11/11/22,
2022-151SQ,CZ-6A DEB,54951,PRC,99.94,98.63,825,686,SMALL,0,11/11/22,
2022-151SN,CZ-6A DEB,54949,PRC,99.73,98.66,818,674,SMALL,0,11/11/22,
2022-151SL,CZ-6A DEB,54947,PRC,97.99,99.11,738,587,SMALL,0,11/11/22,
2022-151SK,CZ-6A DEB,54946,PRC,98.17,99.05,752,590,SMALL,0,11/11/22,
2022-151SJ,CZ-6A DEB,54945,PRC,99.34,99.13,789,665,SMALL,0,11/11/22,
2022-151SH,CZ-6A DEB,54944,PRC,109.7,99.1,1601,825,SMALL,0,11/11/22,
2022-151SG,CZ-6A DEB,54943,PRC,101.28,98.82,836,803,SMALL,0,11/11/22,
2022-151SE,CZ-6A DEB,54941,PRC,101.27,98.81,851,787,SMALL,0,11/11/22,
2022-151SD,CZ-6A DEB,54940,PRC,98.27,98.69,733,618,SMALL,0,11/11/22,
2022-151SC,CZ-6A DEB,54939,PRC,100.42,99.1,833,724,SMALL,0,11/11/22,
2022-151SB,CZ-6A DEB,54938,PRC,98.58,99.13,769,613,SMALL,0,11/11/22,
2022-151RZ,CZ-6A DEB,54936,PRC,99.29,99.11,809,641,SMALL,0,11/11/22,
2022-151RY,CZ-6A DEB,54935,PRC,100.87,98.76,802,798,SMALL,0,11/11/22,
2022-151RX,CZ-6A DEB,54934,PRC,96.91,99.14,647,574,SMALL,0,11/11/22,
2022-151RW,CZ-6A DEB,54933,PRC,99.1,99.08,790,642,SMALL,0,11/11/22,
2022-151RT,CZ-6A DEB,54930,PRC,98.68,98.48,778,613,SMALL,0,11/11/22,
2022-151RS,CZ-6A DEB,54929,PRC,98.99,98.66,777,644,SMALL,0,11/11/22,
2022-151RR,CZ-6A DEB,54928,PRC,100.22,98.66,812,725,SMALL,0,11/11/22,
2022-151RQ,CZ-6A DEB,54927,PRC,98.84,98.67,770,636,SMALL,0,11/11/22,
2022-151RP,CZ-6A DEB,54926,PRC,102.37,98.8,918,823,SMALL,0,11/11/22,
2022-151RN,CZ-6A DEB,54925,PRC,101.98,98.83,883,822,SMALL,0,11/11/22,
2022-151RM,CZ-6A DEB,54924,PRC,100.45,98.77,809,750,SMALL,0,11/11/22,
2022-151RL,CZ-6A DEB,54923,PRC,102.29,98.83,907,827,SMALL,0,11/11/22,
2022-151RK,CZ-6A DEB,54922,PRC,98.48,98.65,739,633,SMALL,0,11/11/22,
2022-151RJ,CZ-6A DEB,54921,PRC,99.76,98.6,834,661,SMALL,0,11/11/22,
2022-151RH,CZ-6A DEB,54920,PRC,98.79,98.67,768,634,SMALL,0,11/11/22,
2022-151RG,CZ-6A DEB,54919,PRC,99.04,98.66,780,645,SMALL,0,11/11/22,
2022-151RF,CZ-6A DEB,54918,PRC,101.59,98.83,857,811,SMALL,0,11/11/22,
2022-151RE,CZ-6A DEB,54917,PRC,98.82,98.67,768,636,SMALL,0,11/11/22,
2022-151RD,CZ-6A DEB,54916,PRC,102.18,98.84,899,825,SMALL,0,11/11/22,
2022-151RC,CZ-6A DEB,54915,PRC,102.38,98.81,917,825,SMALL,0,11/11/22,
2022-151RB,CZ-6A DEB,54914,PRC,102,98.79,884,823,SMALL,0,11/11/22,
2022-151RA,CZ-6A DEB,54913,PRC,93.53,98.78,454,441,SMALL,0,11/11/22,
2022-151QZ,CZ-6A DEB,54912,PRC,99.16,98.81,805,632,SMALL,0,11/11/22,
2022-151QY,CZ-6A DEB,54911,PRC,98.22,98.67,730,617,SMALL,0,11/11/22,
2022-151QV,CZ-6A DEB,54908,PRC,98.23,98.67,733,615,SMALL,0,11/11/22,
2022-151QT,CZ-6A DEB,54906,PRC,97.46,98.98,670,604,SMALL,0,11/11/22,
2022-151QS,CZ-6A DEB,54905,PRC,99.74,98.78,808,684,SMALL,0,11/11/22,
2022-151QR,CZ-6A DEB,54904,PRC,99.7,99.08,814,675,SMALL,0,11/11/22,
2022-151QQ,CZ-6A DEB,54903,PRC,97.6,99.12,715,573,SMALL,0,11/11/22,
2022-151QP,CZ-6A DEB,54902,PRC,98.64,98.64,748,639,SMALL,0,11/11/22,
2022-151QN,CZ-6A DEB,54901,PRC,99.41,98.67,806,655,SMALL,0,11/11/22,
2022-151QM,CZ-6A DEB,54900,PRC,102.28,98.83,935,798,SMALL,0,11/11/22,
2022-151QL,CZ-6A DEB,54899,PRC,101.23,98.79,838,796,SMALL,0,11/11/22,
2022-151QK,CZ-6A DEB,54898,PRC,102.45,98.81,934,816,SMALL,0,11/11/22,
2022-151QJ,CZ-6A DEB,54897,PRC,99.2,98.65,795,645,SMALL,0,11/11/22,
2022-151QH,CZ-6A DEB,54896,PRC,102.46,98.82,922,828,SMALL,0,11/11/22,
2022-151QG,CZ-6A DEB,54895,PRC,99.11,98.67,781,652,SMALL,0,11/11/22,
2022-151QF,CZ-6A DEB,54894,PRC,98.52,98.65,752,624,SMALL,0,11/11/22,
2022-151QE,CZ-6A DEB,54893,PRC,99.88,98.67,805,701,SMALL,0,11/11/22,
2022-151QD,CZ-6A DEB,54892,PRC,99.11,98.66,782,651,SMALL,0,11/11/22,
2022-151QB,CZ-6A DEB,54890,PRC,98.24,98.65,730,620,SMALL,0,11/11/22,
2022-151PZ,CZ-6A DEB,54888,PRC,98.08,98.67,741,593,SMALL,0,11/11/22,
2022-151PY,CZ-6A DEB,54887,PRC,97.92,98.62,717,602,SMALL,0,11/11/22,
2022-151PX,CZ-6A DEB,54886,PRC,109.23,98.97,1565,817,SMALL,0,11/11/22,
2022-151PW,CZ-6A DEB,54885,PRC,101.95,98.81,888,814,SMALL,0,11/11/22,
2022-151PV,CZ-6A DEB,54884,PRC,94.68,98.52,513,494,SMALL,0,11/11/22,
2022-151PS,CZ-6A DEB,54881,PRC,98.98,98.44,790,630,SMALL,0,11/11/22,
2022-179A,EROS C3,54880,ISRA,94.73,139.34,511,500,LARGE,0,12/30/22,
2022-178A,SHIYAN 10 02 (SY-10 02),54878,PRC,717.77,63.88,39117,1237,LARGE,0,12/29/22,
2022-177BF,STARLINK-5091,54873,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177BE,STARLINK-5390,54872,US,95.84,43.01,560,558,LARGE,0,12/28/22,
2022-177BD,STARLINK-5397,54871,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177BC,STARLINK-5401,54870,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177BB,STARLINK-5402,54869,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177BA,STARLINK-5379,54868,US,95.84,43.01,560,558,MEDIUM,0,12/28/22,
2022-177AZ,STARLINK-5396,54867,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AY,STARLINK-5398,54866,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AX,STARLINK-5411,54865,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AW,STARLINK-5359,54864,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AV,STARLINK-5405,54863,US,95.84,43.01,561,557,LARGE,0,12/28/22,
2022-177AU,STARLINK-5403,54862,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AT,STARLINK-5400,54861,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AS,STARLINK-5406,54860,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AR,STARLINK-5409,54859,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AQ,STARLINK-5407,54858,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AP,STARLINK-5078,54857,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AN,STARLINK-5086,54856,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AM,STARLINK-5416,54855,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AL,STARLINK-5419,54854,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AK,STARLINK-5427,54853,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AJ,STARLINK-5418,54852,US,95.84,43.01,560,558,LARGE,0,12/28/22,
2022-177AH,STARLINK-5084,54851,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AG,STARLINK-5087,54850,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AF,STARLINK-5434,54849,US,95.84,43.01,561,557,LARGE,0,12/28/22,
2022-177AE,STARLINK-5432,54848,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AD,STARLINK-5061,54847,US,95.84,43.01,560,558,LARGE,0,12/28/22,
2022-177AC,STARLINK-5360,54846,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AB,STARLINK-5082,54845,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177AA,STARLINK-5388,54844,US,95.84,43,561,558,LARGE,0,12/28/22,
2022-177Z,STARLINK-5304,54843,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177Y,STARLINK-5387,54842,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177X,STARLINK-4659,54841,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177W,STARLINK-5368,54840,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177U,STARLINK-5372,54838,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177T,STARLINK-5369,54837,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177S,STARLINK-5384,54836,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177R,STARLINK-5389,54835,US,95.84,43,560,559,LARGE,0,12/28/22,
2022-177Q,STARLINK-5386,54834,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177P,STARLINK-5391,54833,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177N,STARLINK-5393,54832,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177M,STARLINK-5395,54831,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177L,STARLINK-5394,54830,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177J,STARLINK-5381,54828,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177H,STARLINK-5383,54827,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177G,STARLINK-5107,54826,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177F,STARLINK-4801,54825,US,95.84,43,561,558,LARGE,0,12/28/22,
2022-177E,STARLINK-4643,54824,US,95.83,43,559,558,LARGE,0,12/28/22,
2022-177D,STARLINK-5106,54823,US,95.83,43,560,558,LARGE,0,12/28/22,
2022-177C,STARLINK-5101,54822,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177B,STARLINK-5385,54821,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-177A,STARLINK-5382,54820,US,95.84,43,560,558,LARGE,0,12/28/22,
2022-176A,GAOFEN 11 04,54818,PRC,94.48,97.35,498,489,LARGE,0,12/27/22,
2022-163D,OBJECT D,54817,CIS,103.06,67.14,910,896,MEDIUM,0,11/30/22,
2022-175BF,STARLINK-5424,54811,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175BE,STARLINK-5408,54810,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175BD,STARLINK-5414,54809,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175BC,STARLINK-5413,54808,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175BB,STARLINK-5410,54807,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175BA,STARLINK-5412,54806,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AZ,STARLINK-5417,54805,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AY,STARLINK-5422,54804,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AX,STARLINK-5430,54803,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AW,STARLINK-5426,54802,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AV,STARLINK-5429,54801,US,95.44,53.22,541,538,LARGE,0,12/17/22,
2022-175AU,STARLINK-5428,54800,US,95.44,53.22,540,539,LARGE,0,12/17/22,
2022-175AT,STARLINK-5421,54799,US,95.44,53.22,541,538,LARGE,0,12/17/22,
2022-175AS,STARLINK-5420,54798,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AR,STARLINK-5435,54797,US,95.44,53.22,540,539,LARGE,0,12/17/22,
2022-175AQ,STARLINK-5415,54796,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AP,STARLINK-5436,54795,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AN,STARLINK-5392,54794,US,93.71,53.2,457,455,LARGE,0,12/17/22,
2022-175AM,STARLINK-5433,54793,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AL,STARLINK-5431,54792,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AK,STARLINK-5425,54791,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AJ,STARLINK-5445,54790,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AH,STARLINK-5446,54789,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AG,STARLINK-5399,54788,US,95.44,53.22,540,539,LARGE,0,12/17/22,
2022-175AF,STARLINK-5441,54787,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AD,STARLINK-5440,54785,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AC,STARLINK-5442,54784,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AB,STARLINK-5439,54783,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175AA,STARLINK-5437,54782,US,89.55,53.2,255,249,LARGE,0,12/17/22,
2022-175Z,STARLINK-5443,54781,US,95.44,53.22,542,538,LARGE,0,12/17/22,
2022-175Y,STARLINK-5449,54780,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175X,STARLINK-5447,54779,US,95.44,53.21,541,539,LARGE,0,12/17/22,
2022-175W,STARLINK-5450,54778,US,95.44,53.22,541,538,LARGE,0,12/17/22,
2022-175V,STARLINK-5468,54777,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175U,STARLINK-5470,54776,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175T,STARLINK-5465,54775,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175S,STARLINK-5454,54774,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175R,STARLINK-5453,54773,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175Q,STARLINK-5452,54772,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175P,STARLINK-5451,54771,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175N,STARLINK-5448,54770,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175M,STARLINK-5404,54769,US,92.01,53.22,374,372,LARGE,0,12/17/22,
2022-175L,STARLINK-5444,54768,US,95.44,53.22,540,539,LARGE,0,12/17/22,
2022-175K,STARLINK-5472,54767,US,95.44,53.22,541,538,LARGE,0,12/17/22,
2022-175J,STARLINK-5471,54766,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175H,STARLINK-5466,54765,US,91.77,53.22,362,361,LARGE,0,12/17/22,
2022-175G,STARLINK-5458,54764,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175F,STARLINK-5191,54763,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175E,STARLINK-5214,54762,US,95.44,53.22,541,538,LARGE,0,12/17/22,
2022-175D,STARLINK-5202,54761,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175C,STARLINK-5220,54760,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175B,STARLINK-5215,54759,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-175A,STARLINK-5464,54758,US,95.44,53.22,541,539,LARGE,0,12/17/22,
2022-174C,FALCON 9 R/B,54757,US,198.27,9.63,6996,2774,LARGE,0,12/16/22,
2022-174B,SES MPOWER-A F2,54756,SES,287.93,0.04,8074,8057,LARGE,0,12/16/22,
2022-174A,SES MPOWER-A F1,54755,SES,287.93,0.04,8075,8057,LARGE,0,12/16/22,
