OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
1968-097BK,COSMOS 252 DEB,3898,CIS,111.77,62.28,1873,743,SMALL,0,11/1/68,
1969-037C,THORAD AGENA D R/B,3892,US,107.3,99.92,1131,1072,LARGE,0,4/14/69,
1969-037B,SECOR 13 (EGRS 13),3891,US,107.23,99.73,1128,1069,MEDIUM,0,4/14/69,
1969-037A,NIMBUS 3,3890,US,107.25,99.78,1128,1071,LARGE,0,4/14/69,
1969-036A,OPS 3148,3889,US,,,,,,0,4/13/69,NO ELEMENTS AVAILABLE
1968-091BH,COSMOS 249 DEB,3874,CIS,109.35,62.25,1689,704,SMALL,0,10/20/68,
1968-055C,EXPLORER 38 DEB,3848,US,224.12,120.83,5865,5823,MEDIUM,0,7/4/68,
1969-030B,ATLAS CENTAUR R/B,3845,US,,,,,,0,3/27/69,HELIOCENTRIC ORBIT (SUN)
1968-097BG,COSMOS 252 DEB,3843,CIS,110.67,62.27,1777,738,SMALL,0,11/1/68,
1961-015JF,THOR ABLESTAR DEB,3842,US,104.98,66.74,1086,901,SMALL,0,6/29/61,
1969-010D,OPS 2644 DEB,3841,US,113.67,80.18,1421,1369,SMALL,0,2/5/69,
1969-010C,OPS 2644 DEB,3840,US,114.41,80.6,1454,1403,SMALL,0,2/5/69,
1969-030A,MARINER 7 (MARS),3837,US,,,,,,0,3/27/69,HELIOCENTRIC ORBIT (SUN)
1969-025E,OV1-19 R/B,3827,US,148.62,104.76,5348,485,LARGE,0,3/18/69,
1969-025C,OV1-19,3825,US,150.36,104.73,5499,478,MEDIUM,0,3/18/69,
1969-024B,SL-8 R/B,3819,CIS,109.13,73.99,1195,1178,LARGE,0,3/17/69,
1969-024A,COSMOS 272,3818,CIS,109.26,73.99,1208,1178,LARGE,0,3/17/69,
1968-097BC,COSMOS 252 DEB,3814,CIS,112.67,62.28,1927,771,SMALL,0,11/1/68,
1968-114D,DELTA 1 DEB,3812,US,116.34,102.46,1572,1460,SMALL,0,12/15/68,
1968-114C,DELTA 1 DEB,3811,US,112.82,101.88,1463,1250,SMALL,0,12/15/68,
1965-065P,THOR ABLESTAR DEB,3810,US,106.55,89.97,1110,1023,SMALL,0,8/13/65,
1968-091BB,COSMOS 249 DEB,3794,CIS,108.56,62.26,1627,694,SMALL,0,10/20/68,
1968-091BA,COSMOS 249 DEB,3793,CIS,109.26,62.22,1665,720,SMALL,0,10/20/68,
1968-091AX,COSMOS 249 DEB *,3790,CIS,107.56,63,1641,586,SMALL,0,10/20/68,
1968-097BA,COSMOS 252 DEB,3788,CIS,121.17,61.88,2191,1276,SMALL,0,11/1/68,
1968-097AX,COSMOS 252 DEB,3785,CIS,112.7,62.26,1937,764,SMALL,0,11/1/68,
1968-097AW,COSMOS 252 DEB,3784,CIS,108.01,62.25,1594,675,SMALL,0,11/1/68,
1969-018B,SATURN 5 R/B,3770,US,,,,,,0,3/3/69,HELIOCENTRIC ORBIT (SUN)
1969-016B,DELTA 1 R/B,3767,US,115.06,101.41,1497,1419,MEDIUM,0,2/26/69,
1969-016A,ESSA 9 (TOS-G),3764,US,115.21,101.41,1505,1425,MEDIUM,0,2/26/69,
1969-014B,ATLAS CENTAUR R/B,3760,US,,,,,,0,2/25/69,HELIOCENTRIC ORBIT (SUN)
1969-014A,MARINER 6 (MARS),3759,US,,,,,,0,2/25/69,HELIOCENTRIC ORBIT (SUN)
1968-091AV,COSMOS 249 DEB *,3758,CIS,112.42,62.27,1923,753,SMALL,0,10/20/68,
1968-091AU,COSMOS 249 DEB,3757,CIS,100.36,61.98,1047,504,SMALL,0,10/20/68,
1968-091AT,COSMOS 249 DEB,3755,CIS,112.5,62.25,1931,752,SMALL,0,10/20/68,
1968-091AR,COSMOS 249 DEB *,3753,CIS,95.46,62.41,640,442,SMALL,0,10/20/68,
1961-015JE,THOR ABLESTAR DEB,3752,US,106.66,67.63,1226,918,SMALL,0,6/29/61,
1963-053J,SCOUT X-4 DEB,3750,US,99.4,78.58,915,545,SMALL,0,12/19/63,
1965-020EU,SL-8 DEB,3749,CIS,103.7,56.11,1270,596,SMALL,0,3/15/65,
1961-015JD,THOR ABLESTAR DEB,3748,US,112.53,67.74,1751,935,SMALL,0,6/29/61,
1965-020ET,SL-8 DEB *,3745,CIS,115.12,56.02,1588,1334,SMALL,0,3/15/65,
1961-015JC,THOR ABLESTAR DEB,3744,US,103.05,66.98,1003,803,SMALL,0,6/29/61,
1965-020ES,SL-8 DEB *,3743,CIS,117.97,56.66,1801,1379,SMALL,0,3/15/65,
1963-047L,ATLAS CENTAUR 2 DEB,3741,US,100.32,29.88,968,580,SMALL,0,11/27/63,
1961-015JB,THOR ABLESTAR DEB,3740,US,102.01,66.33,915,793,SMALL,0,6/29/61,
1968-097AQ,COSMOS 252 DEB *,3713,CIS,109.86,62.22,1704,736,SMALL,0,11/1/68,
1968-091AL,COSMOS 249 DEB,3695,CIS,110.4,62.23,1772,719,SMALL,0,10/20/68,
1969-013B,TITAN 3C TRANSTAGE R/B,3692,US,1476.4,0.24,37302,35841,LARGE,0,2/9/69,
1969-013A,OPS 0757 (TACSAT),3691,US,1433.67,1.43,35835,35643,MEDIUM,0,2/9/69,
1968-097AH,COSMOS 252 DEB *,3690,CIS,111.65,62.34,1917,688,SMALL,0,11/1/68,
1968-097AD,COSMOS 252 DEB *,3686,CIS,109.58,62.26,1704,710,SMALL,0,11/1/68,
1968-091AE,COSMOS 249 DEB *,3679,CIS,103.42,62.74,1329,512,SMALL,0,10/20/68,
1969-011A,INTELSAT 3-F3,3674,ITSO,1695.49,10.95,41576,39868,LARGE,0,2/6/69,
1969-010B,OPS 2644,3673,US,113.96,80.39,1426,1391,MEDIUM,0,2/5/69,
1969-009B,DELTA 1 R/B,3670,US,125.67,88.45,3291,575,MEDIUM,0,1/30/69,
1969-009A,ISIS 1,3669,CA,127.42,88.45,3443,577,LARGE,0,1/30/69,
1968-118B,SATURN 5 R/B,3627,US,,,,,,0,12/21/68,HELIOCENTRIC ORBIT (SUN)
1968-116A,INTELSAT 3-F2,3623,ITSO,1596.56,5.46,39275,38468,LARGE,0,12/19/68,
1968-112D,OPS 7684 DEB,3618,US,114.66,80.53,1506,1374,SMALL,0,12/12/68,
1968-112C,OPS 7684 DEB,3617,US,113.97,80.18,1445,1373,SMALL,0,12/12/68,
1968-114B,DELTA 1 R/B,3616,US,115.07,101.61,1469,1448,LARGE,0,12/15/68,
1968-114A,ESSA 8 (TOS-F),3615,US,114.63,101.62,1463,1414,MEDIUM,0,12/15/68,
1968-091AB,COSMOS 249 DEB,3609,CIS,105.73,62.28,1574,483,SMALL,0,10/20/68,
1968-091Y,COSMOS 249 DEB,3606,CIS,110.4,62.25,1827,663,SMALL,0,10/20/68,
1968-112B,OPS 7684,3605,US,114.23,80.36,1464,1377,MEDIUM,0,12/12/68,
1968-110B,ATLAS CENTAUR R/B,3598,US,98.86,34.99,737,671,LARGE,0,12/7/68,
1968-110A,OAO 2,3597,US,99.52,34.99,739,732,LARGE,0,12/7/68,
1965-048F,THOR ABLESTAR DEB,3592,US,105.7,89.89,1073,982,SMALL,0,6/24/65,
1966-041E,SCOUT A DEB,3591,US,102.59,90.22,939,823,SMALL,0,5/19/66,
1968-091S,COSMOS 249 DEB,3584,CIS,99.68,62.3,1015,471,SMALL,0,10/20/68,
1968-091R,COSMOS 249 DEB,3583,CIS,112.07,62.08,1857,786,SMALL,0,10/20/68,
1968-106B,SL-8 R/B,3577,CIS,109.17,74.05,1215,1162,LARGE,0,11/30/68,
1968-106A,COSMOS 256,3576,CIS,109.35,74.05,1223,1171,LARGE,0,11/30/68,
1968-097V,COSMOS 252 DEB,3569,CIS,103.62,62.3,1345,514,SMALL,0,11/1/68,
1968-097R,COSMOS 252 DEB,3565,CIS,101.67,62.28,1190,486,SMALL,0,11/1/68,
1968-097P,COSMOS 252 DEB,3561,CIS,100.83,62.27,1105,490,MEDIUM,0,11/1/68,
1968-097M,COSMOS 252 DEB,3559,CIS,102.37,62.29,1248,494,SMALL,0,11/1/68,
1968-097K,COSMOS 252 DEB,3557,CIS,108.84,62.3,1822,524,SMALL,0,11/1/68,
1968-097H,COSMOS 252 DEB,3555,CIS,110.11,62.31,1933,531,MEDIUM,0,11/1/68,
1968-097G,COSMOS 252 DEB,3554,CIS,103.91,62.27,1372,515,SMALL,0,11/1/68,
1968-097D,COSMOS 252 DEB,3551,CIS,104.65,62.29,1439,516,SMALL,0,11/1/68,
1968-097B,COSMOS 252 DEB,3549,CIS,99.16,62.3,950,487,SMALL,0,11/1/68,
1968-100A,PIONEER 9,3533,US,,,,,,0,11/8/68,HELIOCENTRIC ORBIT (SUN)
1968-097A,COSMOS 252,3530,CIS,111.8,62.33,2058,561,LARGE,0,11/1/68,
1968-092B,THOR BURNER 2 R/B,3522,US,100.66,98.74,811,769,LARGE,0,10/23/68,
1968-092A,OPS 4078 (DMSP 4B F2),3510,US,100.85,98.51,820,777,MEDIUM,0,10/23/68,
1968-091F,COSMOS 249 DEB,3509,CIS,95.17,62.34,661,392,SMALL,0,10/20/68,
1968-091C,COSMOS 249 DEB,3506,CIS,111.57,62.36,2048,550,MEDIUM,0,10/20/68,
1968-091A,COSMOS 249,3504,CIS,111.05,62.36,2025,525,LARGE,0,10/20/68,
1965-082QQ,TITAN 3C TRANSTAGE DEB,3494,US,98.57,31.89,709,671,SMALL,0,10/15/65,
1965-082QJ,TITAN 3C TRANSTAGE DEB,3488,US,97.56,32.23,660,624,SMALL,0,10/15/65,
1965-082PT,TITAN 3C TRANSTAGE DEB,3462,US,94.87,32.02,523,501,SMALL,0,10/15/65,
1965-082PP,TITAN 3C TRANSTAGE DEB,3454,US,95.96,32.26,577,553,SMALL,0,10/15/65,
1968-081E,TITAN 3C TRANSTAGE R/B,3432,US,1418.45,1.08,35842,35039,LARGE,0,9/26/68,
1968-081D,LES 6,3431,US,1436.56,1.09,35832,35759,LARGE,0,9/26/68,
1968-081C,ERS 21 (OV5-4),3430,US,1435.75,3,35785,35775,,0,9/26/68,
1968-081A,OV2-5,3428,US,1417.87,1.11,35768,35090,MEDIUM,0,9/26/68,
1968-069D,DELTA 1 DEB,3417,US,116.15,102.12,1560,1455,SMALL,0,8/16/68,
1968-069C,DELTA 1 DEB,3416,US,113.64,101.65,1486,1301,SMALL,0,8/16/68,
1968-066H,SCOUT B DEB,3392,US,102.95,80.66,1181,616,SMALL,0,8/8/68,
1965-082MY,TITAN 3C TRANSTAGE DEB,3386,US,96.46,32.37,594,584,SMALL,0,10/15/65,
1965-082ML,TITAN 3C TRANSTAGE DEB,3373,US,99.7,30.98,864,625,SMALL,0,10/15/65,
1968-069B,DELTA 1 R/B,3346,US,114.8,101.45,1465,1428,LARGE,0,8/16/68,
1968-069A,ESSA 7 (TOS-E),3345,US,114.92,101.48,1473,1431,MEDIUM,0,8/16/68,
1968-066C,SCOUT B R/B,3341,US,117.47,80.66,2455,680,MEDIUM,0,8/8/68,
1968-066B,EXPLORER 40 (INJUN-5),3338,US,117.71,80.66,2477,679,LARGE,0,8/8/68,
1968-063A,OPS 2222,3334,US,1450.81,7.36,39995,32154,,0,8/6/68,
1968-055B,DELTA 1 R/B,3315,US,155.58,120.68,5729,679,MEDIUM,0,7/4/68,
1968-055A,EXPLORER 38 (RAE-A),3307,US,224.11,120.84,5859,5828,LARGE,0,7/4/68,
1968-050J,TITAN 3C TRANSTAGE R/B,3292,US,1363.71,6.44,35058,33657,LARGE,0,6/13/68,
1968-050H,OPS 9348 (IDSCS 26),3291,US,1348.73,5.73,34362,33756,MEDIUM,0,6/13/68,
1968-050G,OPS 9347 (IDSCS 25),3290,US,1345.34,5.78,34235,33747,MEDIUM,0,6/13/68,
1968-050F,OPS 9346 (IDSCS 24),3289,US,1342.19,5.91,34112,33744,MEDIUM,0,6/13/68,
1968-050E,OPS 9345 (IDSCS 23),3288,US,1339.8,5.94,34022,33738,SMALL,0,6/13/68,
1968-050D,OPS 9344 (IDSCS 22),3287,US,1337.79,6.03,33945,33735,MEDIUM,0,6/13/68,
1968-050C,OPS 9343 (IDSCS 21),3286,US,1336.33,6.07,33889,33732,MEDIUM,0,6/13/68,
1968-050B,OPS 9342 (IDSCS 20),3285,US,1335.57,6.09,33860,33730,MEDIUM,0,6/13/68,
1968-050A,OPS 9341 (IDSCS 19),3284,US,1335.13,6.07,33844,33729,MEDIUM,0,6/13/68,
1968-042B,THOR BURNER 2 R/B,3271,US,101.6,98.55,872,797,LARGE,0,5/23/68,
1963-014CF,WESTFORD NEEDLES *,3267,US,127.02,88.4,3406,578,SMALL,0,5/9/63,
1968-042A,OPS 7869 (DMSP 4B F1),3266,US,101.72,98.58,879,801,MEDIUM,0,5/23/68,
1963-014BX,WESTFORD NEEDLES,3257,US,166.44,87.36,3798,3492,MEDIUM,0,5/9/63,
1963-014BV,WESTFORD NEEDLES,3255,US,166.14,87.34,3662,3603,MEDIUM,0,5/9/63,
1963-014BJ,WESTFORD NEEDLES,3244,US,166.44,87.33,3681,3609,SMALL,0,5/9/63,
1963-014BD,WESTFORD NEEDLES,3239,US,166.41,87.33,3676,3611,MEDIUM,0,5/9/63,
1968-040B,SL-8 R/B,3230,CIS,96.08,74.03,589,553,LARGE,0,5/7/68,
1968-040A,COSMOS 220,3229,CIS,97.34,74.03,657,606,LARGE,0,5/7/68,
1968-012D,SCOUT A DEB,3214,US,108.35,89.84,1291,1010,SMALL,0,3/2/68,
1968-012C,SCOUT A DEB,3213,US,103.69,90.23,969,897,SMALL,0,3/2/68,
1968-026D,OV1-13 R/B,3212,US,197.69,99.96,9137,590,LARGE,0,4/6/68,
1968-027A,LUNA 14,3178,CIS,,,,,,0,4/7/68,SELENOCENTRIC ORBIT (MOON)
1968-026C,OV1-14 R/B,3177,US,206.36,99.97,9824,555,MEDIUM,0,4/6/68,
1968-026B,OV1-14,3174,US,206.72,100,9834,571,MEDIUM,0,4/6/68,
1968-026A,OV1-13,3173,US,198.44,99.95,9226,558,MEDIUM,0,4/6/68,
1963-038H,TRANSIT 5B-1 DEB,3166,US,107.07,89.98,1122,1060,MEDIUM,0,9/28/63,
1961-015HZ,THOR ABLESTAR DEB,3164,US,102.64,66.75,915,853,SMALL,0,6/29/61,
1968-023A,COSMOS 209,3158,CIS,103.01,65.33,919,883,LARGE,0,3/22/68,
1968-012B,SCOUT A R/B,3137,US,106.65,90.03,1126,1017,MEDIUM,0,3/2/68,
1968-012A,OPS 7034 (TRANSIT 18),3133,US,106.55,90.02,1122,1012,LARGE,0,3/2/68,
1963-030G,ATLAS AGENA B DEB,3132,US,167.86,88.38,3824,3579,MEDIUM,0,7/19/63,
1968-011B,SL-8 R/B,3131,CIS,109.26,74.05,1203,1181,LARGE,0,2/20/68,
1968-011A,COSMOS 203,3129,CIS,109.23,74.05,1201,1182,LARGE,0,2/20/68,
1968-002D,DELTA 1 DEB,3127,US,112.08,105.31,1569,1075,SMALL,0,1/11/68,
1968-002C,DELTA 1 DEB,3126,US,112.29,106.07,1580,1083,SMALL,0,1/11/68,
1961-015HY,THOR ABLESTAR DEB,3125,US,108.52,67.56,1388,929,SMALL,0,6/29/61,
1961-015HX,THOR ABLESTAR DEB,3124,US,106.28,66.99,1299,809,SMALL,0,6/29/61,
1967-114D,DELTA 1 DEB,3123,US,115.38,102.42,1495,1450,SMALL,0,11/10/67,
1967-092D,SCOUT A DEB,3122,US,108.62,89.08,1303,1023,SMALL,0,9/25/67,
1963-030F,ATLAS AGENA B DEB,3121,US,167.84,88.41,3733,3669,MEDIUM,0,7/19/63,
1968-002B,DELTA 1 R/B,3094,US,112.04,105.8,1563,1078,MEDIUM,0,1/11/68,
1968-002A,EXPLORER 36 (GEOS 2),3093,US,112.19,105.8,1573,1081,LARGE,0,1/11/68,
1968-001B,ATLAS CENTAUR R/B,3092,US,,,,,,0,1/7/68,BARYCENTRIC ORBIT (EARTH-MOON)
1967-127A,COSMOS 198,3081,CIS,103.35,65.14,948,886,LARGE,0,12/27/67,
1967-123A,PIONEER 8,3066,US,,,,,,0,12/13/67,HELIOCENTRIC ORBIT (SUN)
1967-114C,DELTA 1 DEB,3051,US,114.08,101.1,1483,1344,SMALL,0,11/10/67,
1967-116B,SL-8 R/B,3048,CIS,98.47,74.01,689,682,LARGE,0,11/23/67,
1967-116A,COSMOS 192,3047,CIS,98.84,74.01,710,696,LARGE,0,11/23/67,
1965-070G,SL-8 DEB *,3045,CIS,115.71,55.43,1717,1258,SMALL,0,9/3/65,
1965-020EN,SL-8 DEB,3038,CIS,102.14,56.17,1167,552,MEDIUM,0,3/15/65,
1967-114B,DELTA 1 R/B,3036,US,114.82,102.03,1485,1410,MEDIUM,0,11/10/67,
1967-114A,ESSA 6 (TOS-D),3035,US,114.81,102.02,1485,1408,MEDIUM,0,11/10/67,
1967-112B,ATLAS CENTAUR R/B,3034,US,,,,,,0,11/7/67,BARYCENTRIC ORBIT (EARTH-MOON)
1967-111A,ATS 3,3029,US,1436.1,1.73,35853,35720,LARGE,0,11/5/67,
1963-014AU,WESTFORD NEEDLES,2997,US,164.07,86.79,4417,2682,MEDIUM,0,5/9/63,
1967-092C,SCOUT A DEB,2994,US,103.1,89.43,971,839,SMALL,0,9/25/67,
1966-005F,SCOUT A DEB,2989,US,102.87,89.67,973,816,SMALL,0,1/28/66,
1964-026E,SCOUT X-4 DEB,2986,US,102.41,90.48,906,839,SMALL,0,6/4/64,
1967-096B,THOR BURNER 2 R/B,2985,US,98.11,99.14,728,608,LARGE,0,10/11/67,
1967-096A,OPS 1264 (DMSP 4A F4),2980,US,98.5,99.24,754,620,MEDIUM,0,10/11/67,
1967-036D,DELTA 1 DEB,2977,US,114.57,101.53,1483,1389,SMALL,0,4/20/67,
1967-036C,DELTA 1 DEB,2976,US,112.32,102.11,1409,1257,SMALL,0,4/20/67,
1967-094C,DELTA 1 R/B(2) *,2971,US,453.27,28.18,26033,303,LARGE,0,9/28/67,
1967-094A,INTELSAT 2-F4,2969,ITSO,1437.21,2.65,35864,35752,LARGE,0,9/28/67,
1967-092B,SCOUT A R/B,2967,US,106.49,89.24,1097,1031,MEDIUM,0,9/25/67,
1967-092A,OPS 4947 (TRANSIT 17),2965,US,106.4,89.24,1094,1026,LARGE,0,9/25/67,
1963-014AS,WESTFORD NEEDLES,2949,US,163.17,85.59,5580,1446,MEDIUM,0,5/9/63,
1967-080B,THOR BURNER 2 R/B,2940,US,101.62,98.55,863,808,LARGE,0,8/23/67,
1967-084B,ATLAS CENTAUR R/B,2938,US,,,,,,0,9/8/67,BARYCENTRIC ORBIT (EARTH-MOON)
1965-020EM,SL-8 DEB,2934,CIS,115.13,55.59,1745,1177,SMALL,0,3/15/65,
1963-014AR,WESTFORD NEEDLES,2933,US,165.88,87.33,4006,3239,SMALL,0,5/9/63,
1967-080A,OPS 7202 (DMSP 4A F3),2920,US,101.76,98.65,870,814,MEDIUM,0,8/23/67,
1967-053J,SURCAL 150B,2909,US,96.21,69.93,579,575,SMALL,0,5/31/67,
1967-075B,ATLAS AGENA D R/B,2908,US,,,,,,0,8/1/67,LUNAR IMPACT
1966-005E,SCOUT A DEB,2889,US,109.27,89.55,1318,1067,SMALL,0,1/28/66,
1965-089D,DELTA 1 DEB,2888,US,121.27,59.2,2319,1157,SMALL,0,11/6/65,
1963-047K,ATLAS CENTAUR 2 DEB,2886,US,108.29,29.88,1632,663,SMALL,0,11/27/63,
1967-070A,EXPLORER 35 (AIMP-E),2884,US,,,,,,0,7/19/67,SELENOCENTRIC ORBIT (MOON)
1967-068B,ATLAS CENTAUR R/B,2883,US,,,,,,0,7/14/67,BARYCENTRIC ORBIT (EARTH-MOON)
1967-065C,THOR BURNER 2 R/B,2877,US,172.12,90.01,3941,3803,MEDIUM,0,6/29/67,
1967-065B,AURORA 1,2876,US,172.13,90.01,3945,3799,MEDIUM,0,6/29/67,
1967-053H,OPS 5712 (P/L 153),2874,US,103.1,69.97,912,899,MEDIUM,0,5/31/67,
1967-053G,OPS 5712 (P/L 152),2873,US,102.98,69.97,905,894,MEDIUM,0,5/31/67,
1967-053F,SURCAL 159,2872,US,102.9,69.97,899,893,MEDIUM,0,5/31/67,
1967-066G,TITAN 3C TRANSTAGE R/B,2868,US,1322.22,1.13,33861,33193,LARGE,0,7/1/67,
1967-066F,DODGE 1,2867,US,1319.07,1.27,33682,33245,LARGE,0,7/1/67,
1967-066E,LES 5,2866,US,1315.96,1.38,33626,33175,LARGE,0,7/1/67,
1967-066D,OPS 9334 (DATS),2865,US,1313.58,1.47,33576,33130,MEDIUM,0,7/1/67,
1967-066C,OPS 9333 (IDSCS 18),2864,US,1311.65,1.53,33550,33078,MEDIUM,0,7/1/67,
1967-066B,OPS 9332 (IDSCS 17),2863,US,1310.31,1.59,33534,33040,MEDIUM,0,7/1/67,
1967-066A,OPS 9331 (IDSCS 16),2862,US,1309.63,1.61,33526,33021,MEDIUM,0,7/1/67,
1967-065A,SECOR 9 (EGRS 9),2861,US,172.11,90.01,3946,3797,MEDIUM,0,6/29/67,
1967-053E,TIMATION 1,2847,US,102.67,69.97,887,883,MEDIUM,0,5/31/67,
1967-060B,ATLAS AGENA D R/B,2846,US,,,,,,0,6/14/67,HELIOCENTRIC ORBIT (SUN)
1967-060A,MARINER 5 (VENUS),2845,US,,,,,,0,6/14/67,HELIOCENTRIC ORBIT (SUN)
1967-053D,GGSE 5,2834,US,103.15,69.97,914,900,MEDIUM,0,5/31/67,
1967-053C,GGSE 4,2828,US,103.01,69.97,907,895,MEDIUM,0,5/31/67,
1967-053A,OPS 5712 (P/L 160),2826,US,98.28,69.92,679,674,MEDIUM,0,5/31/67,
1967-053B,THOR AGENA D R/B,2825,US,103.04,69.97,908,897,LARGE,0,5/31/67,
1967-048B,SCOUT A R/B,2811,US,106.73,89.68,1090,1060,MEDIUM,0,5/18/67,
1967-048A,OPS 7218 (TRANSIT 16),2807,US,106.62,89.67,1086,1054,LARGE,0,5/18/67,
1967-045B,SL-8 R/B,2802,CIS,99.65,74.01,789,695,LARGE,0,5/15/67,
1967-045A,COSMOS 158,2801,CIS,100.22,74.04,810,728,LARGE,0,5/15/67,
1966-070D,SCOUT B DEB,2800,US,116.73,81.41,2664,403,SMALL,0,8/4/66,
1965-082KX,TITAN 3C TRANSTAGE DEB,2799,US,97.84,32.05,680,631,SMALL,0,10/15/65,
1963-014AQ,WESTFORD NEEDLES,2796,US,165.9,87.25,4014,3232,MEDIUM,0,5/9/63,
1965-082KR,TITAN 3C TRANSTAGE DEB,2789,US,96.08,32.28,608,534,SMALL,0,10/15/65,
1967-034D,SCOUT A DEB,2778,US,107.87,89.83,1222,1034,SMALL,0,4/14/67,
1967-034C,SCOUT A DEB,2777,US,102.51,90.26,974,781,SMALL,0,4/14/67,
1966-087D,DELTA 1 DEB,2775,US,113.24,100.94,1472,1278,SMALL,0,10/2/66,
1967-040F,TITAN 3C TRANSTAGE R/B,2770,US,2826.57,17.95,111840,7847,LARGE,0,4/28/67,
1967-040E,ERS 27 (OV5-1),2769,US,2826.75,37.51,109725,9968,,0,4/28/67,
1967-040D,ERS 20 (OV5-3),2768,US,2830.97,35.12,109619,10206,,0,4/28/67,
1967-040C,ERS 18,2767,US,2831.24,35.17,109079,10754,,0,4/28/67,
1967-040B,OPS 6679 (VELA 8),2766,US,6780.65,33.33,167217,57367,,0,4/28/67,
1967-040A,OPS 6638 (VELA 7),2765,US,6697.76,37.24,166818,55828,,0,4/28/67,
1967-035B,ATLAS CENTAUR R/B,2764,US,,,,,,0,4/17/67,BARYCENTRIC ORBIT (EARTH-MOON)
1967-036B,DELTA 1 R/B,2758,US,113.48,101.9,1418,1354,MEDIUM,0,4/20/67,
1967-036A,ESSA 5,2757,US,113.52,101.94,1421,1355,MEDIUM,0,4/20/67,
1967-034B,SCOUT A R/B,2755,US,106.36,90.25,1077,1039,MEDIUM,0,4/14/67,
1967-034A,OPS 0100 (TRANSIT 15),2754,US,106.1,90.21,1060,1032,LARGE,0,4/14/67,
1967-010B,THOR BURNER 2 R/B,2741,US,100.78,98.92,834,757,LARGE,0,2/8/67,
1967-026A,INTELSAT 2-F3,2717,ITSO,1436.23,2.7,35873,35705,LARGE,0,3/23/67,
1967-006D,DELTA 1 DEB,2707,US,112.56,101.82,1459,1229,SMALL,0,1/26/67,
1967-006C,DELTA 1 DEB,2706,US,114.2,102.22,1446,1392,SMALL,0,1/26/67,
1966-076D,SCOUT A DEB,2702,US,107.75,88.57,1190,1056,SMALL,0,8/18/66,
1965-048E,THOR ABLESTAR DEB,2701,US,105.61,89.89,1071,975,SMALL,0,6/24/65,
1965-089C,DELTA 1 DEB,2700,US,119.11,59.59,2221,1061,SMALL,0,11/6/65,
1967-014F,DIAMANT DEB,2685,FR,100.75,38.93,1062,526,SMALL,0,2/15/67,
1967-014C,DIAMANT DEB,2684,FR,102.5,39.96,1212,542,SMALL,0,2/15/67,
1967-014B,DIAMANT R/B,2682,FR,108.19,39.45,1706,580,LARGE,0,2/15/67,
1967-014A,DIADEME 2,2680,FR,107.42,39.44,1637,578,MEDIUM,0,2/15/67,
1967-011A,DIADEME 1,2674,FR,98.16,39.92,832,509,MEDIUM,0,2/8/67,
1967-011B,DIAMANT R/B,2671,FR,100.54,39.95,1029,539,LARGE,0,2/8/67,
1967-010A,OPS 6073 (DMSP 4A F2),2669,US,100.85,99.06,834,764,MEDIUM,0,2/8/67,
1967-006B,DELTA 1 R/B,2661,US,113.56,102,1441,1340,MEDIUM,0,1/26/67,
1967-003J,TITAN 3C TRANSTAGE R/B,2660,US,1329.78,11.37,33796,33561,,0,1/18/67,
1967-006A,ESSA 4 (TOS-B),2657,US,113.4,102.06,1439,1326,MEDIUM,0,1/26/67,
1967-003H,OPS 9328 (IDSCS 15),2655,US,1342.9,6.96,34233,33652,MEDIUM,0,1/18/67,
1967-003G,OPS 9327 (IDSCS 14),2654,US,1339.39,7.07,34100,33644,MEDIUM,0,1/18/67,
1967-003F,OPS 9326 (IDSCS 13),2653,US,1336.44,7.1,33995,33630,MEDIUM,0,1/18/67,
1967-003E,OPS 9325 (IDSCS 12),2652,US,1334.05,7.19,33918,33611,SMALL,0,1/18/67,
1967-003D,OPS 9324 (IDSCS 11),2651,US,1332.04,7.2,33864,33585,MEDIUM,0,1/18/67,
1967-003C,OPS 9323 (IDSCS 10),2650,US,1330.61,7.24,33832,33559,MEDIUM,0,1/18/67,
1967-003B,OPS 9322 (IDSCS 9),2649,US,1329.86,7.26,33819,33542,MEDIUM,0,1/18/67,
1965-073L,SL-8 DEB,2647,CIS,115.79,56.06,1641,1342,SMALL,0,9/18/65,
1967-003A,OPS 9321 (IDSCS 8),2645,US,1329.44,7.3,33812,33532,MEDIUM,0,1/18/67,
1966-041D,SCOUT A DEB,2644,US,104.6,90.15,1131,820,SMALL,0,5/19/66,
1967-001D,DELTA 1 R/B(2),2643,US,358.91,25.84,20408,295,MEDIUM,0,1/11/67,
1967-001A,INTELSAT 2-F2,2639,ITSO,1437.87,1.81,35859,35783,LARGE,0,1/11/67,
1966-111D,OV1-9 R/B,2622,US,137.34,99.09,4405,474,LARGE,0,12/11/66,
1966-111C,OV1-10 R/B,2621,US,97.04,93.4,655,578,LARGE,0,12/11/66,
1963-049H,THOR ABLESTAR DEB,2620,US,105.93,89.92,1048,1028,SMALL,0,12/5/63,
1966-111A,OV1-9,2610,US,138.61,99.1,4514,474,MEDIUM,0,12/11/66,
1966-110A,ATS 1,2608,US,1435.48,3.57,35804,35745,LARGE,0,12/7/66,
1966-076C,SCOUT A DEB,2580,US,104.47,89.15,1039,901,SMALL,0,8/18/66,
